,country,city,lat,lon,date,cloudiness,humidity,max_temp,wind_speed
470,CN,panzhihua,26.5851,101.7128,1643499481,0,61,39.67,1.05
471,IL,gat,31.61,34.7642,1643499481,0,100,49.41,1.9
472,MX,celestun,20.8667,-90.4,1643499464,74,63,68.0,15.95
473,MX,lazaro cardenas,17.9583,-102.2,1643499481,0,63,80.8,7.85
474,ZA,richards bay,-28.783,32.0377,1643499482,65,83,71.76,0.45
475,SA,buraydah,26.326,43.975,1643499482,0,38,50.45,15.01
476,BR,aripuana,-9.1667,-60.6333,1643499482,100,100,71.47,1.45
477,BR,sao miguel do araguaia,-13.275,-50.1628,1643499483,99,95,71.04,5.61
478,RU,amazar,53.858,120.875,1643499483,11,94,-10.91,4.47
479,RU,urusha,54.05,122.9,1643499483,25,91,-8.88,4.36
480,RU,vuktyl,63.8567,57.3094,1643499484,100,94,12.7,8.05
481,US,marion,39.7684,-86.1555,1643499262,40,55,26.04,10.36
482,NG,yenagoa,4.9247,6.2642,1643499485,36,75,73.78,1.59
483,BO,cochabamba,-17.3895,-66.1568,1643499485,75,68,65.95,5.75
484,CA,clyde river,70.4692,-68.5914,1643499485,100,64,-7.37,11.5
485,IT,vieste,41.8825,16.175,1643499486,6,68,41.5,12.57
486,RU,ust-kuyga,70.0167,135.6,1643499486,99,100,-33.86,6.67
487,BS,marsh harbour,26.5412,-77.0636,1643499482,52,60,59.59,25.99
488,ID,majene,-3.5403,118.9707,1643499486,100,76,80.02,1.07
489,NO,straumen,63.8709,11.2999,1643499487,100,85,36.95,18.14
490,MX,empalme,27.9667,-110.8167,1643499487,0,64,82.35,17.27
491,KZ,oytal,42.9057,73.2697,1643499488,96,85,31.17,5.97
492,CN,jinchang,38.4953,102.1739,1643499488,13,55,14.49,9.66
493,CA,port hawkesbury,45.6169,-61.3485,1643499488,100,99,49.91,1.01
494,LK,kalmunai,7.4167,81.8167,1643499489,25,88,75.38,1.68
495,MX,isla mujeres,21.2311,-86.731,1643499489,99,66,68.16,16.91
496,RU,anadyr,64.75,177.4833,1643499489,40,76,-10.7,0.0
497,KZ,sarkand,45.41,79.9186,1643499490,100,90,25.65,4.05
498,IN,colonelganj,27.1333,81.7,1643499490,0,79,47.73,7.85
499,IN,port blair,11.6667,92.75,1643499520,75,83,77.04,2.3
500,RU,kamyshevatskaya,46.4132,37.9563,1643499550,100,71,35.92,20.78
501,US,anderson,34.5334,-82.6499,1643499361,0,41,36.63,6.13
502,RU,ulan-ude,51.8261,107.6098,1643499551,20,68,-27.51,2.24
503,GL,nanortalik,60.1432,-45.2371,1643499551,100,69,20.77,26.37
504,GW,gabu,12.2833,-14.2167,1643499551,45,16,77.9,2.73
505,BR,alta floresta,-9.8756,-56.0861,1643499552,100,99,69.39,3.4
506,MX,petatlan,17.5167,-101.2667,1643499552,1,61,85.8,4.41
507,AU,sawtell,-30.3833,153.1,1643499553,68,75,80.92,9.22
508,PH,marawi,7.9986,124.2928,1643499553,93,88,67.64,1.21
509,AU,nelson bay,-32.7167,152.15,1643499553,94,70,81.09,1.99
510,ZA,somerset east,-32.7217,25.588,1643499554,2,88,60.06,2.86
511,US,kenai,60.5544,-151.2583,1643499554,100,83,26.69,4.61
512,MX,puerto escondido,15.85,-97.0667,1643499495,20,69,83.23,6.91
513,ID,pemangkat,1.1667,108.9667,1643499555,100,86,77.22,3.53
514,AO,kuito,-12.3833,16.9333,1643499555,100,93,60.55,4.38
515,CN,chifeng,42.2683,118.9636,1643499556,0,41,12.13,4.29
516,AR,catamarca,-28.4696,-65.7852,1643499557,47,72,77.58,9.8
517,US,lompoc,34.6391,-120.4579,1643499543,1,48,71.08,11.5
518,CV,sao filipe,14.8961,-24.4956,1643499501,100,71,70.83,9.53
519,IS,akureyri,65.6835,-18.0878,1643499557,75,69,33.73,16.11
520,AU,kununurra,-15.7667,128.7333,1643499557,75,89,80.58,8.05
521,SN,oussouye,12.485,-16.5469,1643499484,95,58,77.18,11.68
522,SR,nieuw amsterdam,5.8833,-55.0833,1643499558,20,82,80.62,2.3
523,AU,esperance,-33.8667,121.9,1643499492,6,59,69.64,10.63
524,MU,quatre cocos,-20.2078,57.7625,1643499558,99,74,78.91,12.66
525,TR,emirdag,39.0197,31.15,1643499559,100,90,15.46,0.54
526,GR,kalivia,35.0583,25.2272,1643499559,100,90,49.62,1.1
527,BR,piritiba,-11.7303,-40.5553,1643499560,100,87,69.87,2.57
528,RU,petropavlovsk-kamchatskiy,53.0452,158.6483,1643499532,75,93,22.78,2.24
529,US,buckeye,33.3703,-112.5838,1643499358,0,16,74.3,5.32
530,US,eureka,40.8021,-124.1637,1643499560,4,75,60.13,1.99
531,PH,marbel,7.1158,124.9125,1643499561,97,83,79.02,1.86
532,AR,las lajas,-38.5232,-70.3674,1643499561,7,34,73.71,22.62
533,BR,bom jesus do galho,-19.8289,-42.3161,1643499562,93,91,73.99,3.29
534,VU,sola,-13.8833,167.55,1643499562,83,78,82.71,21.41
535,AU,clarence town,-32.5833,151.7833,1643499562,89,52,81.34,7.27
536,PG,popondetta,-8.7537,148.2534,1643499563,99,64,85.82,2.93
537,RU,mikhaylovka,50.06,43.2379,1643499563,100,97,34.79,14.32
538,JP,nishihara,26.1842,127.7558,1643499564,90,94,63.68,10.36
539,MA,asfi,32.2994,-9.2372,1643499564,34,72,60.3,1.25
540,CZ,pacov,49.4708,15.0017,1643499565,100,82,43.92,28.81
541,MG,ambilobe,-13.2,49.05,1643499565,82,92,74.62,0.6
542,HN,iralaya,15.0,-83.2333,1643499565,9,80,75.67,9.1
543,TR,izmir,38.4622,27.0923,1643499500,75,73,38.71,1.14
544,JP,naze,28.3667,129.4833,1643499473,100,76,56.32,12.55
545,JP,itoman,26.1247,127.6694,1643499566,75,92,64.42,13.8
546,RU,solnechnyy,50.7214,136.6319,1643499626,78,89,-10.21,0.81
547,BD,sarankhola,22.3082,89.7897,1643499627,0,56,53.76,2.48
548,AR,trelew,-43.249,-65.3051,1643499528,75,24,83.5,11.63
